mtime,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22
None,455564,179153,47990,382748,445377,92239,111840,173984,290864,466106,106445,232175,435462,140946,160152,100402,287243,435799,205249,266352,27991,395701,144607
None,331990,370391,104987,302545,79306,428072,114438,230105,300475,64117,189246,174945,423079,38211,422765,21953,361796,122151,63210,391771,381941,163458,344654
None,71595,351317,6916,127295,490396,223311,471924,292938,424661,437993,62577,449140,163958,241006,40105,137094,455100,413070,219246,174760,355134,421336,368266
None,211941,318558,402061,69109,109593,97618,237322,175237,206195,305111,399745,187527,237998,463364,143167,232664,59417,387890,187544,131645,470832,279438,490996
None,465183,219419,413349,243481,301691,190649,437373,256857,164555,60599,473549,102999,455539,443143,5705,371253,316718,157289,299802,221552,96616,382391,476299
None,198441,335182,274995,430475,31624,348811,359805,208850,317672,164432,57737,297227,42633,24082,483872,430133,158207,231217,167758,358845,240856,340165,395262
None,384419,256819,364959,400186,323774,192648,441461,116834,240115,495478,95747,63378,378122,445180,1207,1292,420809,52059,44503,168731,107964,481683,98085
None,341643,423478,276128,454553,430016,126708,499193,347352,198031,154058,927,163532,145484,90795,55216,39523,462041,397344,188289,445977,218590,495670,259398
None,306034,388098,499695,221326,249039,54467,124670,307451,299301,279258,338852,99339,256951,260372,150140,330476,94086,460813,15261,41489,427259,44372,456969
None,6717,366739,72997,431182,38921,38504,70822,222655,358631,25877,380061,152051,110373,338490,297947,44375,419652,412359,390449,216268,118852,374873,188299
None,328018,460088,109605,155963,389190,318432,420139,254874,311159,53159,303533,415094,176054,201608,83365,143689,122368,142148,113730,258760,39627,496436,147497
None,431307,416664,174307,491500,339791,192965,383026,480690,298755,129275,432685,12592,268591,43178,299721,179711,257365,181873,257023,191843,282416,52444,147786
None,252563,109872,85950,200741,42398,222569,221192,183316,443944,204185,383494,79620,414176,377828,372682,222621,285705,253937,294693,222752,312696,420620,212523
None,261655,404984,222445,75927,437994,124597,87874,227998,200863,985,236093,152547,364318,46659,303141,427063,71469,239340,27069,72333,44494,294567,337935
None,102814,23948,195347,370371,56093,311983,295634,335317,314116,281483,452654,352586,129690,187062,335693,53177,416434,90341,89080,106386,393290,65454,258062
None,377075,328696,301260,191920,127043,449786,286947,21278,480050,126089,237093,471370,493582,41419,457418,109267,90037,108825,37603,163222,27319,107076,232186
None,300026,307130,494797,267646,333421,428596,174269,390405,20265,452536,256938,96468,348886,191393,283833,455652,266463,234607,113991,261215,312264,63313,107036
None,193048,99803,469368,287904,419457,32155,129382,474862,49136,483692,474548,499664,368796,232934,258170,337046,447432,196086,312018,97258,218333,205579,330994
None,282386,491857,479790,945,41305,316072,52028,62032,179973,39839,409357,180521,236968,34038,406757,413034,207772,229668,282833,64233,88644,459615,250923
None,174990,159086,266116,124032,336111,175231,157952,479756,161452,229478,112163,411073,187488,412818,404609,202539,96761,211748,369188,360864,173790,278720,123823
None,164435,350337,11810,188686,263476,56302,54961,402758,103034,223978,443770,403013,495187,412740,93067,398668,92241,206511,275561,205623,266960,99712,244456
None,55323,390527,457782,326618,41125,442734,278815,400725,355488,366232,298852,363242,165991,291102,454131,145625,413802,176858,163208,195872,197487,293456,333667
None,425784,327738,71271,100167,411441,269671,302074,168014,275763,124525,87818,109046,676,251980,19170,383554,29740,62187,275696,456460,53614,113788,102075
None,196717,19318,417428,377082,91883,102215,298592,178447,447406,73966,80840,160513,23374,362403,467858,149980,282367,100647,231117,74923,7069,243693,105674
None,137982,325493,96920,65907,489116,431275,173946,173097,380068,329288,214157,127300,142087,116742,47600,244371,2921,172069,307857,293211,354731,295844,10836
None,358781,245907,9016,349697,201899,249823,304996,217234,279768,344820,158898,238154,296426,398946,484908,11054,247383,413661,112205,305692,315044,282887,389485
None,55511,295816,166255,69875,273026,449559,2464,132195,391212,257421,483011,326666,319741,65223,448869,425615,312846,194794,361497,120377,303230,321795,250128
None,281877,281257,375959,183011,161911,36101,59696,63936,334879,6756,193104,4899,38520,3350,104053,451433,399488,266366,277659,20137,172763,287989,363847
None,140218,178197,179718,217398,457328,88950,324993,1251,317798,103921,258072,457414,230416,73139,405085,286824,129129,470327,144301,206896,72827,196512,301950
None,288029,134787,424010,41361,461771,56078,158595,390912,330171,8150,342900,196736,44685,477561,423446,111856,295429,93034,444513,164640,194353,437798,108161
None,413899,305025,31150,244365,490532,487691,160097,415611,375054,382632,144578,124542,393398,131937,355096,355258,275278,207152,286438,249404,105264,44643,428020
None,298948,234387,229373,296282,343300,265721,358315,166369,36889,391154,404712,52119,402729,456928,157360,267502,225547,182492,276963,246328,244937,273611,444849
None,418259,395839,106139,448017,362074,89613,271450,142010,305957,86588,122008,194763,30411,284878,404887,184888,52570,20253,146862,63073,401813,14259,347145
None,132154,273401,105737,380103,158596,67893,425845,304985,216917,428612,495014,458952,263967,424778,496502,187725,483746,213973,489351,331413,172109,130334,91326
None,50985,41541,32734,53781,413640,44594,347395,62052,27572,61178,24787,256944,303238,167671,35839,75996,97282,266532,104456,364955,429615,207664,444591
None,438054,340904,41177,255179,377322,239765,268830,2361,366594,135770,342065,418218,227034,117925,451479,135366,496526,477348,227516,379662,454116,462445,423745
None,257476,380911,444382,168470,339331,41187,494771,57361,97309,444958,268416,326243,465560,122327,288185,415736,257797,466762,45593,297982,463519,287437,437333
None,383475,463817,223230,59621,493059,172505,404465,60030,291181,350896,12717,129870,303110,274123,135740,219461,453333,62094,321371,74266,181049,34595,113478
None,73459,14711,66242,214527,447382,473821,301245,145949,100238,428628,312770,473969,155865,145738,323782,413851,36659,310552,34445,475797,378001,461231,432845
None,12616,414439,337416,159991,382520,470652,380468,112271,249859,106886,5611,30907,335026,269419,88609,353471,221018,424688,225151,20594,384718,457139,84076
None,105538,206226,172474,416380,347064,320081,307896,164455,108693,83902,25233,467663,300845,440881,141488,218645,480281,72378,218791,260472,394371,48558,393956
None,73657,484100,499208,113965,81310,441456,296059,127885,340104,485149,40849,291929,82335,349827,469392,90696,254096,462886,308139,322245,412254,13936,69485
None,435917,169023,59119,365313,93453,418855,116742,416626,57690,338044,288120,332320,235984,313692,296057,388780,353101,289349,438677,114440,493085,436272,104535
None,468498,171686,443100,250585,12593,492985,261648,139100,423010,115284,7099,141623,30891,262116,35315,80598,117989,445037,412391,404027,329397,477068,177323
None,13633,376387,322705,148842,80033,402485,203141,464443,161208,94291,444811,286019,26611,234040,41086,308245,497647,126955,267585,476570,449308,888,312830
None,424776,104595,175385,400086,31007,99821,354077,428478,374538,452320,8814,236909,439640,496533,158775,286949,45636,163952,17021,371936,431721,384583,172470
None,241643,147858,203082,166767,376327,483271,269880,317859,199430,103839,396606,2845,85837,42825,109741,65966,493366,303725,160988,311878,14706,138728,44757
None,72019,367180,286484,401692,260485,214023,12827,65722,493744,56919,92596,238793,53706,143236,395931,286525,91170,162725,365617,20200,45833,454214,12199
None,346674,29753,335833,379557,46108,315191,367464,318013,294254,53896,16222,484918,358263,478158,429905,260938,481233,343680,73053,357126,8280,217910,261224
None,370610,472155,483135,159353,490876,91036,488868,81763,136450,188423,387739,100738,27038,408272,494889,418969,64095,149243,397121,77763,107442,143829,488913
None,310366,292009,304599,239352,365889,326214,286504,416016,476190,456435,239498,351872,475674,367249,184026,160096,30269,52465,127141,92066,91756,498837,157922
None,3911,155499,456953,484637,422315,370549,176226,144731,191674,353458,473335,120630,424166,223840,242327,154969,343921,100536,483093,425614,55476,496185,294880
None,220258,82679,373895,116002,457875,149850,70975,175054,461139,457506,308037,460893,52125,275857,466075,452959,463386,38229,429926,356219,91572,4010,207553
None,126923,445933,474560,367119,195684,320779,332079,76202,167922,121634,202061,172113,108260,371317,48667,102938,145183,79177,430081,71687,117974,490876,473191
None,485661,246861,437080,171632,134410,111025,258642,115082,353377,115304,70581,31089,203753,309402,180486,472520,340026,55421,112665,181275,110587,17682,270675
None,371600,360696,39793,222583,121549,368284,163598,28174,25152,305405,277836,205947,324369,49846,412401,359910,18995,166202,157112,433406,338572,277879,7117
None,450927,291081,468358,81912,25521,466108,220530,359087,286161,102378,100566,29146,160960,430225,431233,149041,427484,321539,328028,221430,370772,99004,365989
None,137065,18044,343343,198045,136872,236845,416743,126449,387923,442812,18567,163802,130217,2303,427655,172428,430867,31625,117160,322734,53373,239212,395240
None,101827,418155,139302,50152,24346,301751,307041,476662,19674,64318,360684,161865,303498,129416,50027,146380,220459,196963,424068,198932,74921,288226,368190
None,76430,253208,403244,484969,426966,246611,469931,315317,413234,122337,407401,244315,284773,386381,376756,498703,438056,29114,273560,375253,133569,425972,33724
None,233783,366023,411644,168155,370728,435838,413455,375494,463554,137697,152055,366743,289626,104160,91290,376967,332967,345343,359449,7122,263644,169067,97303
None,298695,105651,370936,393711,73887,198631,260624,448988,227325,89896,87170,352141,90240,50445,206608,421161,100382,136429,416461,444106,178539,365365,349459
None,433149,446425,268105,487557,54518,77977,471945,329844,244504,135141,120403,7455,473352,372487,371066,4272,165707,374475,110361,371531,44398,168686,91477
None,343200,164097,122247,476836,254995,80222,212324,259053,183019,422441,138636,2094,407569,479822,29999,202222,230179,89898,22227,213474,356402,238235,101976
None,58598,82270,380167,250033,290602,22961,481791,148690,212798,291023,407978,418290,254230,211452,10006,146080,232468,453806,305787,100762,482237,418393,322457
None,82347,7705,498740,291080,315953,149710,265550,155539,407364,137932,143701,362591,299680,129344,60754,366481,273601,444556,86803,239055,374483,147402,348521
None,113623,178341,115115,415457,291688,453330,433100,58651,469705,112275,195809,144982,460835,357840,251327,435389,426152,335330,412630,120744,158419,196581,241787
None,396160,82737,210993,102165,139785,266582,467256,396956,377117,442130,404704,245044,434414,86658,419718,332886,479932,372636,366742,119789,170048,261298,272369
None,465313,406315,393260,187709,153533,330347,127149,370090,78449,29077,69421,40027,426385,432407,441629,138726,354192,294740,178968,267667,5171,193554,92946
None,455242,367078,385061,323856,363287,181236,196556,457069,72270,374386,301523,340839,57573,433762,470701,279549,180235,131949,321295,284359,481097,104934,44750
None,40102,423805,404669,481485,167669,452937,463792,416844,337019,169011,36055,131241,210106,180802,26083,227744,357165,120062,471304,263693,357221,80052,211655
None,136099,166285,478581,372443,139310,454147,190078,230172,222822,27331,50993,141430,111455,394819,418829,220304,38246,413254,232020,462845,94825,255816,487386
None,118031,351645,378649,347457,308785,167415,222598,237598,142442,312800,19843,112246,456046,173761,280622,80785,296176,247642,239744,13952,306561,399205,31471
None,155289,332365,281959,478256,20946,270360,196529,442562,80719,241758,310485,393637,381840,6781,465505,159864,349688,399261,390315,148949,259974,101551,272410
None,117220,371183,475071,289644,355661,492335,11318,97813,399109,479993,400741,33019,336345,72685,204291,283823,356925,290103,328917,466464,482449,457339,188941
None,245427,209575,480867,245833,379541,7445,83399,121365,352222,168653,137079,168518,116954,11899,371452,491128,59621,129943,435426,473588,93935,122482,83616
None,386601,13225,59706,195718,334899,226493,418372,190880,179346,463777,30473,440191,325217,331044,449756,284059,388050,75744,449640,98234,292137,10810,232960
None,109970,317460,145988,486441,14687,490936,332403,158311,473609,235379,145614,338970,339020,102090,342643,22281,121521,335555,392625,426682,213564,488962,143832
None,68062,330051,26914,205231,16408,104751,261817,409524,441401,136469,496453,97634,91217,486936,263371,186160,180801,426032,441781,445183,20428,228032,256173
None,45116,489498,400762,65670,290514,160945,207657,493990,189115,144941,162072,154140,405543,62830,388918,25053,327030,30200,192753,173956,466996,71866,140733
None,471534,140188,269943,214217,491209,98506,320676,470776,209410,249860,384777,245058,235847,145705,108482,352462,395176,404967,80857,153300,169099,479447,121437
None,11221,139335,435963,220794,345475,67967,309231,86984,3444,62237,23781,78600,137128,43333,92896,141529,126963,177896,148253,224378,226558,327512,447789
None,147633,392313,228920,282470,337791,23244,405052,454787,271269,55696,96983,483957,313396,339195,448765,135061,272803,362775,256766,138309,433519,144056,254590
None,114362,181583,111873,69277,160639,25634,237188,197622,213927,67419,307222,5593,122875,99372,333396,342192,328415,12063,78267,277243,166485,383411,107441
None,379046,144195,260916,322102,434995,169454,460133,143757,496806,421303,304352,33120,241054,25716,413448,41166,471463,122007,250446,25523,447611,425587,237139
None,41062,77654,402049,477560,280496,450895,123804,418410,488901,9240,471393,63012,279317,31525,242829,200933,172016,210457,52019,132147,331647,491276,65579
None,102246,83386,89620,182803,335743,287753,126149,343548,362447,136300,311321,219488,190929,183679,456301,238357,491531,449000,440538,467024,440523,208974,101419
None,145837,23308,35268,443853,456055,78018,5402,137426,358116,396309,15688,430328,413732,192332,340229,102662,305943,371835,23305,264249,76692,246911,184915
None,439042,203523,195669,87065,389618,224149,118053,361325,274056,332280,319184,345565,221679,94543,479086,44836,481640,486234,12608,442569,215371,284883,383339
None,499218,251913,174112,201243,461687,469043,352213,361993,219816,102247,92360,414523,331402,107342,431615,463047,293879,388733,416027,89589,379796,276954,279588
None,484338,72191,310107,99710,368317,397998,51892,273112,309855,65484,21351,426114,96138,446036,19024,151201,498710,439376,293091,343763,269091,66225,173247
None,341274,198229,295018,113712,45976,88899,72583,453272,134967,182488,159352,52750,145546,46286,152583,166070,453918,215201,123034,15979,81503,421869,128356
None,302965,62724,346524,6677,210493,211043,15826,239666,302552,93238,302516,481592,299753,324044,267799,411712,430554,12110,274831,110469,493041,414210,250027
None,168254,454495,131490,467704,454509,56492,417737,47529,233306,336567,173767,16282,231457,388456,73259,433879,284485,237775,161363,117709,327211,489871,435466
None,396613,64506,157632,191713,205364,319397,285435,375113,95340,187139,487887,53786,433179,239524,6552,112604,46164,274685,169361,87083,188970,209934,402469
None,326472,100749,492121,119877,216378,227706,136738,198671,169551,334901,333163,292709,221910,39968,378815,174400,321306,413391,431632,281936,109262,149129,337945
None,443188,81613,316658,366418,142088,461461,8573,88326,124939,427650,215024,257762,41995,75853,338119,451870,479071,417904,110784,422828,19266,197662,311252
None,254418,343746,3245,378996,444715,190788,433784,110864,298405,288227,41525,384700,28181,91199,28851,368989,39740,138453,101527,213490,238045,38206,212979
None,408636,426769,356975,135639,317145,281783,382592,292417,467251,468856,364036,380098,328719,140792,415074,62032,131174,191749,250827,374449,275010,150240,239650
None,272795,490075,343466,128634,471940,200064,427069,48503,125536,249842,367869,447633,176504,217621,131088,366628,39835,365864,263328,41367,450122,169649,287108
None,356499,132210,69544,386010,233886,392840,273916,480000,433206,111147,165509,135295,36410,299489,262338,19726,117917,94870,176915,397059,263641,115996,48547
None,162668,444012,138632,439594,197721,245776,481190,32399,374945,465255,16228,337447,141228,345970,471834,267859,154042,480422,48380,321060,424069,3447,182161
None,448020,164806,116958,15698,467126,306894,207026,419128,80511,174401,472809,37761,163269,430813,377058,126152,247607,290674,271258,45077,278404,357796,75289
None,94369,129457,304928,155951,11262,322336,63903,9185,385516,110128,341481,42735,2487,403607,152888,280019,466609,311672,271289,122707,105828,243541,234332
None,42946,160479,408249,210453,488406,175368,354994,176344,76589,496790,235266,470059,55796,312047,255087,80005,145223,11325,111310,14061,111618,377129,354710
None,362917,20982,166426,443015,461750,386240,497809,67157,210996,339628,283130,350602,276056,413645,206201,490266,377927,377043,126739,21663,342060,16461,132689
None,253667,301839,77170,266780,173295,79285,368107,107605,16517,464606,380303,56094,119523,143959,481919,462840,161804,186646,299125,343957,201415,300364,183304
None,273916,432093,156433,367344,121242,480747,101845,6043,64944,98873,69853,239526,447935,462653,300487,359370,367731,290992,10323,174919,298207,433528,87507
None,153055,93366,166000,126085,61306,254587,69966,139925,64035,240672,490831,407615,397681,258440,449623,296643,120326,233598,427225,457161,299621,444071,191450
None,360536,44725,316110,183911,325650,34349,77536,451581,124344,176519,210328,141940,374166,243484,125094,140314,140331,140821,259462,327981,257290,456223,131858
None,275152,555,330783,55098,425347,44163,385209,110248,99994,20814,492667,162866,156688,58368,180829,285084,136867,382935,272906,488623,451294,481067,409486
None,312131,69410,377296,495281,215556,256,222785,133507,158440,110845,310346,483365,405137,38790,281595,176611,411878,377517,48543,283347,488927,84982,94370
None,310974,295177,343539,369845,247553,276832,18782,246784,121364,93851,124240,141352,482169,486706,326859,315909,149476,456221,417418,85470,216012,120312,262370
None,404456,112799,259350,381925,284634,487017,96252,406332,404174,366939,455794,82120,85230,120556,83829,159300,437252,231800,322460,53315,30779,172382,355431
None,295759,39771,194423,208304,173377,221613,39037,269223,414195,103431,423418,416297,344807,21674,271680,90345,302518,424013,140395,393927,84785,140057,419644
None,326611,408791,395914,117826,408322,487452,415420,407332,403715,444788,114620,122104,463637,154190,366269,295746,385572,86833,378974,334389,134683,301928,194928
None,113485,198434,74873,361839,463772,365156,12760,266583,482971,203064,114728,102605,115554,429256,30267,93362,46787,135688,321797,28955,223451,203603,364646
None,15775,86995,110945,256083,387063,329165,477910,39328,118420,34972,177667,150911,386543,8507,250831,27937,363132,39433,104584,85160,390401,439757,5280
None,187977,427308,63248,254568,108603,313260,131038,250769,402536,189085,309886,6065,441234,468897,156612,165766,299348,432647,155468,385809,156029,58438,74434
None,117334,454783,166112,219752,441684,192731,77180,293479,457482,182581,183345,153570,48201,321003,210850,284477,214530,454670,352402,412630,183268,55462,472074
None,59716,355675,118277,247167,144404,187364,432435,144870,324518,271706,231907,431770,210311,200390,416170,139581,378324,94302,347598,437901,20214,316557,372354
None,481995,206238,68180,65118,338149,40873,309446,335522,474444,311759,108097,188843,321699,255178,394763,224167,239083,303444,266867,483964,92748,174836,246670
None,491834,54698,59334,483707,211733,50919,97121,386459,285627,290840,362443,80121,205019,425417,18932,93533,173053,256219,323246,356086,81035,434879,437112
None,111403,66315,96485,484497,464926,260695,216816,164174,14754,408796,207243,227585,66768,92715,265741,172192,412239,259641,159932,384631,369097,283136,120189
None,1159,78503,276439,304574,404314,134145,324114,346896,421666,406438,103572,75216,172600,344483,442131,498262,343765,75895,170272,494110,475509,186034,481236
None,38014,106657,472366,150339,251536,445894,167318,132635,195709,68843,403633,5232,400775,5441,233146,174607,24981,216913,330561,203801,285701,497557,203561
None,232775,15505,53398,464739,160486,329740,284977,139340,299344,352205,409810,427437,467714,123660,201468,432103,470891,214448,221637,359061,450230,441196,151163
None,325273,30265,330439,447136,123379,446112,485488,400332,380173,417303,385844,192329,103532,184026,372761,433277,272286,284438,336807,11408,394747,16264,415549
None,36364,45574,12386,25795,15535,242606,55590,117886,254034,446618,55669,179724,155997,132375,86902,194579,177414,443849,474541,106344,322248,82771,125955
None,297989,82919,187802,414277,31646,149685,123435,116865,416694,318022,460143,40122,282839,30765,237175,350261,79162,314174,381895,245496,272478,237150,129498
None,81544,22767,336445,217331,237570,26542,417976,63111,79955,272108,448665,485148,350172,16070,169021,80913,271663,178738,344189,342291,102330,269289,429550
None,230313,305455,210534,427886,84855,314257,320671,152366,426980,361745,351825,47504,379808,94209,468170,391776,364694,278153,342559,329508,417406,222863,110190
None,163169,371797,243931,105286,122174,419195,259415,98051,378289,344361,308124,58023,453080,192902,168583,342097,204007,420961,164769,496352,198498,341264,414582
None,82920,496091,266670,75443,388617,62334,361877,89297,100657,40928,313121,147529,236581,193981,231304,244058,205290,73876,184974,102110,315929,434313,386719
None,421819,10545,45075,81703,35664,224730,136933,61870,340564,326821,168735,421355,369371,31722,122345,334604,99042,262335,462213,104995,268361,16925,414827
None,477521,177223,371592,126258,39424,200363,110768,140146,7753,185474,136766,497580,162499,357208,448758,400712,392720,258580,138703,329511,137260,390759,54240
None,97579,97019,412756,274174,312230,458991,269817,461557,256038,392250,237163,114689,310404,293395,84974,193650,329104,227430,460851,493111,84678,486720,123722
None,18996,449038,157923,464356,134048,90234,114262,255628,128500,33127,412590,91923,129777,201134,108055,316815,96061,321605,2946,408337,315124,338715,210314
None,180097,461935,152510,250091,63553,138809,73601,224476,172382,494519,429755,432980,267112,302848,255419,66885,448387,427232,399523,46389,243163,469486,416207
None,254092,375115,325647,387096,207915,401807,103992,179288,75511,276539,160427,275636,197332,239275,146224,367946,339473,444834,248401,204309,102318,140472,206890
None,362328,341873,303887,210986,468472,203315,290325,251565,341224,203788,467776,476413,431644,489768,223661,22056,349160,200004,63811,481880,203778,74548,368395
None,56664,131687,468571,199799,46686,446604,162277,168163,465745,275328,438231,284226,349889,411140,334954,459149,278537,213928,107071,68803,494606,328988,364354
None,376765,223591,318236,144007,25532,37582,151800,179067,157254,327051,413078,360584,263731,266955,343179,49795,132781,205987,378123,143121,151838,238059,218769
None,159715,26992,409685,412497,200461,178439,47820,233374,55078,212895,470152,2128,155613,287255,389974,104322,374546,335139,166701,143826,420927,137073,410837
None,368312,330617,452773,76044,63130,70659,311148,209075,454959,185934,415616,386782,362879,133596,339540,261401,385218,478168,252660,156167,268392,220721,192155
None,452602,20658,416048,363916,260041,270205,388510,349739,34846,420749,323539,143173,23031,391512,357503,120354,253577,302466,496374,104505,250829,415758,488116
None,74372,459776,439196,179100,316839,240952,309892,303123,334370,454669,405846,138572,98652,387260,415245,75044,495605,212266,239631,409668,47285,419422,179015
None,302831,465566,12263,108629,265748,205888,108042,244105,222622,222373,19069,406205,125821,98527,121509,107855,414383,380174,171498,468066,4399,322974,127959
None,368091,46917,52312,433776,127849,21309,83889,191808,219423,477961,75044,422011,223198,2049,198505,163805,88413,73285,227662,361951,352846,350128,209167
None,484960,252760,240812,298506,264514,283433,13829,17248,483921,370863,74643,460023,15240,116370,135135,132757,241018,182650,99075,377872,267922,453364,106523
None,401639,450444,440197,499647,200921,294869,114099,143946,108159,360847,98498,396133,397078,159239,66892,77365,440003,263057,144442,214364,274666,264904,265486
None,494091,161059,171362,423973,14487,86586,233331,82577,357411,63496,167365,393056,442314,22672,434435,186663,113864,409166,33133,456117,492275,49522,463737
None,158712,449331,6209,220877,5895,1998,473026,140682,279356,93362,49636,275711,264442,101060,226509,422588,217258,37950,224425,72191,177710,272778,178614
None,291099,414420,103899,486075,137443,191574,368561,434734,95006,140049,378388,310461,122099,477804,88522,129917,436658,40338,165108,108641,16932,126932,151102
None,240058,24862,116779,9800,33314,49925,67427,238341,77707,474030,285480,305456,396079,306395,477538,124897,96352,225467,433195,107234,495170,185327,467244
None,223327,197975,90997,96730,102009,359545,73525,286998,297574,348017,354044,17242,243485,259636,248263,85260,163046,27179,485569,317075,1112,114754,310176
None,57097,172479,102839,298861,123981,414342,431151,313660,476507,41111,152790,447670,215219,355724,100681,152121,490168,370563,138358,65521,97383,163924,115357
None,424973,176274,117562,4470,118706,227338,94550,381459,383221,261292,351102,341913,456443,456957,332297,92262,246004,438445,2659,295044,355813,141633,50212
None,23807,176160,2167,497721,357451,451469,455443,190322,391978,377531,309275,443465,199497,411438,120157,118952,415876,156930,471332,57882,56678,186669,442413
None,103102,59418,252531,129332,282121,162380,351320,136544,400103,185419,214760,447287,418209,251162,344428,127581,428211,172344,59713,18141,227499,328170,494850
None,302619,214595,127846,292109,189530,381128,168033,449797,365137,224049,50829,323871,26670,398443,238154,306525,311718,13370,336204,267088,290292,468764,184695
None,404913,210345,45318,120044,220087,391188,152394,214905,390376,45151,5162,114479,190417,275029,137874,462303,402217,266544,54981,316463,252542,455572,383520
None,284557,211116,68407,228098,188480,206431,64827,94003,59376,136979,236714,334981,39083,470267,98204,149136,204834,446495,368713,49487,68247,467199,486477
None,163861,40402,453760,303422,499262,424499,51198,202117,85796,199435,265897,251479,339817,91185,342350,328710,348410,319409,31008,404708,329463,349466,357036
None,437919,295770,15719,117562,356753,300157,378809,493633,379603,159968,433079,135524,110569,154057,107133,29371,47587,261206,115493,27628,381396,38982,242906
None,477911,223277,302035,468429,454520,277514,229932,346470,10853,90995,289670,190072,434361,250021,490185,123110,29126,104926,477332,134749,454651,454620,467505
None,311787,117981,41493,254404,81767,498533,455218,331694,270464,81639,227063,238029,52972,339826,68071,390355,211008,161632,256466,207394,335125,403578,87040
None,106288,113007,423320,138018,118555,23537,207718,474371,202103,302941,363902,276634,185242,32769,459891,203004,224499,398358,344680,456041,490746,128537,463509
None,460690,203227,160453,455436,369789,124321,491440,62778,237946,252284,113239,456685,24400,485021,224604,60857,484600,253751,30915,7129,443007,271887,263378
None,314043,481715,355661,34722,184034,162661,261359,478373,128508,106547,353236,434549,8571,495089,363275,384818,370704,468970,333070,207800,260469,390621,7918
None,163959,1758,288262,40195,498582,382364,411151,389687,330621,71263,234369,57160,305366,106107,47456,82883,50533,453084,493264,435938,189319,371153,238718
None,197152,338444,438265,445389,130722,413213,331521,52088,102176,403002,200474,175794,16868,382796,121817,260974,468641,402885,410778,277753,134677,46060,341931
None,66541,335892,395399,340639,105408,166442,186847,274293,115055,303590,243564,494310,234431,296235,349967,243038,153539,427762,493153,128623,250201,349678,349139
None,119033,104765,480420,198868,115561,6667,42757,32312,69539,451866,146096,183625,303518,283092,226607,310383,358601,320891,345841,70970,7912,327711,73900
None,57321,120282,230899,221945,442212,266308,58286,228042,67617,209260,300526,119103,113137,85598,396778,119329,392624,289080,100551,268357,195966,57971,183547
None,169678,378750,65938,209985,93636,439742,12024,9282,324930,47964,61965,206120,72672,345306,18958,93826,121832,491334,419448,396386,311901,147624,38564
None,335175,120070,163247,230816,274525,302962,237621,37061,366581,30933,283661,233501,459077,23075,14703,109477,389272,400930,305645,72654,302019,399764,360320
None,427689,138667,304075,404155,404686,253776,289261,72517,44397,24828,361192,376061,452171,179402,270232,107023,251368,274122,470023,85376,120839,35043,76507
None,67794,40491,15382,245371,12434,304042,268104,451003,122370,124165,454316,200190,31049,298425,211854,75910,141761,426458,227799,178837,132938,128852,157836
None,403974,49541,89349,106473,140393,334494,428436,375621,227562,87859,162888,142402,388185,78075,40006,40282,110626,221243,87523,292496,137975,48764,397590
None,70102,369325,296605,381686,131843,361543,397568,114148,45213,325164,102858,396047,141395,44679,408329,138197,280054,308488,263790,131534,394463,54621,213782
None,116713,130490,327417,427110,249548,206042,408280,11985,429801,24066,324351,487101,228720,450434,294317,312859,23826,73432,312647,122799,150471,105554,484453
None,327946,259053,464090,207529,315526,66922,262664,215836,462371,396432,369651,208143,110924,208353,269177,383409,7359,146096,50722,497593,24086,377234,490357
None,391013,424826,434069,149663,497636,171863,414453,55532,32112,296959,253953,50934,221679,468530,423977,114667,106772,447216,237838,273411,132563,191711,131093
None,44125,22931,282156,497910,186310,442337,21178,120187,417172,913,236951,80318,51025,278661,305414,265315,75395,368743,42677,355123,57297,138054,285169
None,326869,93600,486440,58225,355582,293910,396930,28322,101674,85254,107155,159296,57749,499412,485870,189447,361751,62927,147485,364923,342568,384944,473930
None,494468,493817,200241,310793,39846,214137,213868,57068,51842,267690,287843,67999,372889,403374,356921,51525,442191,396922,400446,125691,37970,125753,438365
None,497937,110689,351692,25487,396411,60489,275709,72059,87882,62334,123197,79143,279551,163836,348678,354899,368705,347855,228613,132289,281836,112193,144288
None,424548,496733,484552,75551,71638,212827,55048,118085,267336,250221,412894,406234,423924,211280,364892,384218,461528,104362,244272,291474,104796,445156,13493
None,159664,106439,449061,470822,216668,224875,74578,362262,458757,28803,116127,372307,415113,499438,103402,424202,473334,112126,6820,179376,430205,236587,106263
None,374096,219162,405738,330856,144302,11141,351366,447946,213228,437117,19501,63791,397267,194180,352653,258349,90746,226670,309137,234763,360814,96825,458048
None,226410,199039,320534,142743,33928,328003,169094,166131,458818,478194,213055,117589,55681,138858,263726,427092,216429,224644,414400,468914,384625,306449,320004
None,109221,240460,341984,470957,298123,247141,416020,139450,400350,381639,226659,236917,373171,320580,134764,481121,1335,351303,169296,13944,18437,383238,263540
None,63234,266715,194211,54107,227158,447742,284661,422075,28486,139541,197752,458922,163961,192065,199618,449721,227312,472261,479665,44964,117893,481310,149892
None,472617,377187,251426,93554,454413,179052,205313,383931,86488,438982,480160,98393,458216,275241,169038,493033,182736,75735,343774,157855,143830,486099,35674
None,20426,97003,101455,175871,21447,11204,256010,209531,400723,452274,215386,230464,435378,443035,299006,239216,267265,91892,175467,451540,456624,481652,334599
